label,text
0,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
0,S.i'm watching it in live..
0,"see you then, we're all christmassy here!"
0,"K I'm ready,  &lt;#&gt; ?"
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
0,what are your new years plans?
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
0,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
0,Dear :-/ why you mood off. I cant drive so i brother to drive
0,When did dad get back.
0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
0,Yes just finished watching days of our lives. I love it.
0,Juz go google n search 4 qet...
0,Many times we lose our best ones bcoz we are
0,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
0,Just getting back home
0,"Sorry, I'll call later  &lt;#&gt; mins"
0,Dun need to use dial up juz open da browser n surf...
0,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
0,You also didnt get na hi hi hi hi hi
0,Ya but it cant display internal subs so i gotta extract them
0,If i said anything wrong sorry de:-)
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
0,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
0,"Yeah I should be able to, I'll text you when I'm ready to meet up"
0,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
0,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
0,"When you get free, call me"
0,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
0,Ok i msg u b4 i leave my house.
0,Still at west coast... Haiz... Ü'll take forever to come back...
0,MMM ... Fuck .... Merry Christmas to me
0,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
0,Update your face book status frequently :)
0,Just now saw your message.it k da:)
0,Was it something u ate?
0,So what did the bank say about the money?
0,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
0,Hey they r not watching movie tonight so i'll prob b home early...
0,Yar lor... How u noe? U used dat route too?
0,2mro i am not coming to gym machan. Goodnight.
0,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
0,Can u look 4 me in da lib i got stuff havent finish yet.
0,Sounds great! Im going to sleep now. Have a good night!
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
0,How come u got nothing to do?
0,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
0,i want to grasp your pretty booty :)
0,I've got it down to a tea. not sure which flavour
0,I'm going 2 orchard now laready me reaching soon. U reaching?
0,Dear i am not denying your words please
0,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
0,COME BACK TO TAMPA FFFFUUUUUUU
0,"2 celebrate my bday, y else?"
0,Merry christmas to u too annie!
0,Please tell me you have some of that special stock you were talking about
0,I sent them. Do you like?
0,"Awesome, be there in a minute"
0,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
0,I've told you everything will stop. Just dont let her get dehydrated.
0,Or I guess  &lt;#&gt;  min
0,I'm home. Ard wat time will u reach?
0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
0,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
0,Aight should I just plan to come up later tonight?
0,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
0,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
0,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
0,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
0,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
0,Ranjith cal drpd Deeraj and deepak 5min hold
0,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
0,Hey u still at the gym?
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
0,Much better now thanks lol
0,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
0,Wa... U so efficient... Gee... Thanx...
0,S but not able to sleep.
0,We will meet soon princess! Ttyl!
0,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
0,Oh :-)only 4 outside players allowed to play know
0,I anything lor.
0,Erutupalam thandiyachu
0,"Y cant u try new invention to fly..i'm not joking.,"
0,No..its ful of song lyrics..
0,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
0,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
0,Shopping? Eh ger i toking abt syd leh...Haha
0,What not under standing.
0,have * good weekend.
0,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
0,Call me when you get the chance plz &lt;3
0,The new deus ex game comin early next yr
0,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
0,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
0,Probably a couple hours tops
0,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
0,Man this bus is so so so slow. I think you're gonna get there before me
0,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
0,Ok
0,Nvm take ur time.
0,So wat's da decision?
0,Wot is u up 2 then bitch?
0,Stupid.its not possible
0,She told to hr that he want posting in chennai:)because i'm working here:)
0,When are you guys leaving?
0,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
0,Not able to do anything.
0,Ü takin linear algebra today?
0,This weekend is fine (an excuse not to do too much decorating)
0,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
0,Now project pa. After that only i can come.
0,"Sure, whenever you show the fuck up &gt;:("
0,That was random saw my old roomate on campus. He graduated
0,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
0,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
0,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
0,Hi good mornin.. Thanku wish u d same..
0,DO U WANT 2 MEET UP 2MORRO
0,Actually I decided I was too hungry so I haven't left yet :V
0,I've sent ü my part..
0,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
0,Understand. his loss is my gain :) so do you work? School?
0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
0,"Hiya, probably coming home * weekend after next"
0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
0,Ok both our days. So what are you making for dinner tonite? Am I invited?
0,I have no money 4 steve mate! !
0,IM LATE TELLMISS IM ON MY WAY
0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
0,Normally i use to drink more water daily:)
0,Dare i ask... Any luck with sorting out the car?
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
0,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
0,I've been trying to reach him without success
0,when you and derek done with class?
0,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
0,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
0,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
0,Hope you are having a good week. Just checking in
0,"Haha, my friend tyler literally just asked if you could get him a dubsack"
0,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
0,Great. Have a safe trip. Dont panic surrender all.
0,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
0,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
0,Try to do something dear. You read something for exams
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
0,Gettin rdy to ship comp
0,I am in hospital da. . I will return home in evening
0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
0,Think + da. You wil do.
0,I'm awake oh. What's up.
0,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
0,How much u trying to get?
0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
0,Tell me again what your address is
0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
0,But you were together so you should be thinkin about him
0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
0,At WHAT TIME should i come tomorrow
0,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
0,Omg how did u know what I ate?
0,:( but your not here....
0,Not directly behind... Abt 4 rows behind ü...
0,No plans yet. What are you doing ?
0,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
0,Not course. Only maths one day one chapter with in one month we can finish.
0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
0,Noooooooo please. Last thing I need is stress. For once in your life be fair.
0,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
0,Have you not finished work yet or something?
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
0,Right it wasnt you who phoned it was someone with a number like yours!
0,It's ok i wun b angry. Msg u aft i come home tonight.
0,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
0,Yo sorry was in the shower sup
0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
0,Full heat pa:-) i have applyed oil pa.
0,I'm stuck in da middle of da row on da right hand side of da lt...
0,Have you laid your airtel line to rest?
0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
0,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
0,And I don't plan on staying the night but I prolly won't be back til late
0,THANX 4 PUTTIN DA FONE DOWN ON ME!!
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
0,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
0,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
0,We live in the next  &lt;#&gt; mins
0,Y de asking like this.
0,Just glad to be talking to you.
0,Wat time ü finish?
0,Sorry da. I gone mad so many pending works what to do.
0,How much you got for cleaning
0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
0,Ü called dad oredi...
0,Good. do you think you could send me some pix? I would love to see your top and bottom...
0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
0,"Sorry, I'll call later In meeting."
0,THIS IS A LONG FUCKIN SHOWR
0,"Received, understood n acted upon!"
0,They finally came to fix the ceiling.
0,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
0,Jus finish blowing my hair. U finish dinner already?
0,I'm on the bus. Love you
0,Lol ... I knew that .... I saw him in the dollar store
0,Only saturday and sunday holiday so its very difficult:)
0,Everybody had fun this evening. Miss you.
0,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
0,"I'm in a meeting, call me later at"
0,Oh wow thats gay. Will firmware update help
0,These won't do. Have to move on to morphine
0,How come i din c ü... Yup i cut my hair...
0,K k pa Had your lunch aha.
0,Oh ho. Is this the first time u use these type of words
0,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
0,Of course. I guess god's just got me on hold right now.
0,Do you hide anythiing or keeping distance from me
0,Havent.
0,Sorry i din lock my keypad.
0,Did u got that persons story
0,Are you planning to come chennai?
0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
0,We are okay. Going to sleep now. Later
0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
0,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
0,Where r e meeting tmr?
0,Lol yes. But it will add some spice to your day.
0,Hope you are having a great day.
0,Our Prasanth ettans mother passed away last night. Just pray for her and family.
0,"K, I'll work something out"
0,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
0,I cant pick the phone right now. Pls send a message
0,You call him and tell now infront of them. Call him now.
0,Ok no prob...
0,Ladies first and genus second k .
0,No. Yes please. Been swimming?
0,Mum not going robinson already.
0,Ok set let u noe e details later...
0,Not..tel software name..
0,I send the print  outs da.
0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
0,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
0,"I didnt get ur full msg..sometext is missing, send it again"
0,"Probably not, I'm almost out of gas and I get some cash tomorrow"
0,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
0,I'm leaving my house now.
0,Ü ready then call me...
0,Wewa is 130. Iriver 255. All 128 mb.
0,It is a good thing I'm now getting the connection to bw
0,Sry da..jst nw only i came to home..
0,"That's cool he'll be here all night, lemme know when you're around"
0,Are you staying in town ?
0,"Haha yeah, 2 oz is kind of a shitload"
0,Ok u can take me shopping when u get paid =D
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
0,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
0,But pls dont play in others life.
0,Eatin my lunch...
0,Hmmm.but you should give it on one day..
0,"Didn't try, g and I decided not to head out"
0,Ok no prob
0,Surly ill give it to you:-) while coming to review.
0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
0,A guy who gets used but is too dumb to realize it.
0,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
0,Don no da:)whats you plan?
0,Yes fine
0,I liked the new mobile
0,Anytime...
0,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
0,Yar but they say got some error.
0,Hey anyway i have to :-)
0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
0,Wif my family booking tour package.
0,"Did you say bold, then torch later. Or one torch and 2bold?"
0,"Haha awesome, I might need to take you up on that, what you doin tonight?"
0,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
0,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
0,Thats cool princess! I will cover your face in hot sticky cum :)
0,Big brother‘s really scraped the barrel with this shower of social misfits
0,Oops i thk i dun haf enuff... I go check then tell ü..
0,S:)8 min to go for lunch:)
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
0,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
0,My uncles in Atlanta. Wish you guys a great semester.
0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
0,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
0,"Yup. Anything lor, if u dun wan it's ok..."
0,"I'm home, my love ... If your still awake ... *loving kiss*"
0,HELLO PEACH! MY CAKE TASTS LUSH!
0,"There'll be a minor shindig at my place later tonight, you interested?"
0,Jason says it's cool if we pick some up from his place in like an hour
0,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
0,I've reached already.
0,I dont know ask to my brother. Nothing problem some thing that. Just i told .
0,K:)eng rocking in ashes:)
0,Wat time r ü going to xin's hostel?
0,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
0,Oh k:)after that placement there ah?
0,"Not for possession, especially not first offense"
0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
0,We have pizza if u want
0,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
0,Many more happy returns of the day. I wish you happy birthday.
0,Ya very nice. . .be ready on thursday
0,I am in hospital da. . I will return home in evening
0,Thinking of u ;) x
0,Orh i tot u say she now still dun believe.
0,"When you just put in the + sign, choose my number and the pin will show. Right?"
0,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
0,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
0,Well boy am I glad G wasted all night at applebees for nothing
0,Ok lor... Or u wan me go look 4 u?
0,U wan 2 haf lunch i'm in da canteen now.
0,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
0,I'm home. Doc gave me pain meds says everything is fine.
0,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
0,Me too! Have a lovely night xxx
0,Prepare to be pleasured :)
0,Hi.:)technical support.providing assistance to us customer through call and email:)
0,if you text on your way to cup stop that should work. And that should be BUS
0,Whens your radio show?
0,I'm not sure if its still available though
0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
0,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
0,Hi..i got the money da:)
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
0,Ok then u tell me wat time u coming later lor.
0,U repeat e instructions again. Wat's e road name of ur house?
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
0,Quite lor. But dun tell him wait he get complacent...
0,Sorry completely forgot * will pop em round this week if your still here?
0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
0,O we cant see if we can join denis and mina? Or does denis want alone time
0,Sen told that he is going to join his uncle finance in cbe
0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke
0,"Call me, i am senthil from hsbc."
0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
0,Indeed and by the way it was either or - not both !
0,Holy living christ what is taking you so long
0,Ü thk of wat to eat tonight.
0,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
0,We're on the opposite side from where we dropped you off
0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
0,Send me your resume:-)
0,Gd luck 4 ur exams :-)
0,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
0,Sorry that was my uncle. I.ll keep in touch
0,Saw Guys and Dolls last night with Patrick Swayze it was great
0,Just come home. I don't want u to be miserable
0,I dont know why she.s not getting your messages
0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
0,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
0,Reverse is cheating. That is not mathematics.
0,How do you plan to manage that
0,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
0,Sorry for the delay. Yes masters
0,Call me when u finish then i come n pick u.
0,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
0,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
0,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
0,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
0,"fyi I'm at usf now, swing by the room whenever"
0,i can call in  &lt;#&gt;  min if thats ok
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
0,Ü no home work to do meh...
0,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
0,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
0,How's ur paper?
0,Got smaller capacity one? Quite ex...
0,Im good! I have been thinking about you...
0,:-) :-)
0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
0,I am going to sleep. I am tired of travel.
0,"Haha, just what I was thinkin"
0,Yup but it's not giving me problems now so mayb i'll jus leave it...
0,Lol no. Just trying to make your day a little more interesting
0,"How long before you get reply, just defer admission til next semester"
0,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)"
0,Po de :-):):-):-):-). No need job aha.
0,Rats. Hey did u ever vote for the next themes?
0,I hope your pee burns tonite.
0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
0,Yay can't wait to party together!
0,....photoshop makes my computer shut down.
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
0,That's one of the issues but california is okay. No snow so its manageable
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
0,"Awesome, that gonna be soon or later tonight?"
0,I need details about that online job.
0,Missing you too.pray inshah allah
0,Pls help me tell Ashley that i cant find her number oh
0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
0,S.this will increase the chance of winning.
0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
0,Maybe you should find something else to do instead???
0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
0,I liked your new house
0,I'm fine. Hope you are also
0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
0,Same to u...
0,yes baby! I need to stretch open your pussy!
0,Thanks  and ! Or bomb and date as my phone wanted to say!
0,Ok...
0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
0,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
0,Nokia phone is lovly..
0,Sorry da..today i wont come to play..i have driving clas..
0,I'm really sorry I lit your hair on fire
0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
0,Okey dokey swashbuckling stuff what oh.
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
0,Well. You know what i mean. Texting
0,Hi dis is yijue i would be happy to work wif ü all for gek1510...
0,Lol! Oops sorry! Have fun.
0,Wat happened to the cruise thing
0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
0,Yeah just open chat and click friend lists. Then make the list. Easy as pie
0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
0,When/where do I pick you up
0,As usual u can call me ard 10 smth.
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
0,Poor girl can't go one day lmao
0,Or just do that 6times
0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
0,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
